Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,xG_90,xAG_90,xG+xAG_90,npxG_90,npxG+xAG_90,Cluster,PCA1,PCA2
2283,Elias Saad,tn TUN,"FW,MF",St. Pauli,de Bundesliga,24.0,1999.0,18,10,900,10.0,3,2,5,3,0,0,1,0,2.8,2.8,0.8,3.6,29,27,76,0.3,0.2,0.5,0.3,0.5,0.28,0.08,0.36,0.28,0.36,0,1.6348180775078183,-1.5831207783376224
2284,Youssouf Sabaly,sn SEN,DF,Betis,es La Liga,31.0,1993.0,22,20,1581,17.6,0,1,1,0,0,0,1,0,0.2,0.2,0.8,1.0,25,62,63,0.0,0.06,0.06,0.0,0.06,0.01,0.05,0.06,0.01,0.06,2,-0.5694657002439601,1.7905602621429937
2285,Emmanuel Sabbi,us USA,"FW,MF",Le Havre,fr Ligue 1,26.0,1997.0,15,7,653,7.3,0,0,0,0,0,0,1,0,1.9,1.9,0.6,2.5,11,15,39,0.0,0.0,0.0,0.0,0.0,0.27,0.08,0.35,0.27,0.35,1,-0.7573615363673517,-1.2308732886049938
2286,Stefano Sabelli,it ITA,DF,Genoa,it Serie A,31.0,1993.0,34,23,2058,22.9,0,2,2,0,0,0,3,0,0.1,0.1,1.9,2.1,36,88,43,0.0,0.09,0.09,0.0,0.09,0.01,0.08,0.09,0.01,0.09,2,0.2621214607481443,2.637202535477347
2287,Marcel Sabitzer,at AUT,MF,Dortmund,de Bundesliga,30.0,1994.0,26,18,1616,18.0,1,0,1,1,0,0,3,0,1.8,1.8,1.6,3.3,24,97,70,0.06,0.0,0.06,0.06,0.06,0.1,0.09,0.19,0.1,0.19,2,0.2741813404339404,1.4435572272374084
2288,Falaye Sacko,ml MLI,DF,Montpellier,fr Ligue 1,29.0,1995.0,16,14,1233,13.7,0,1,1,0,0,0,1,0,0.0,0.0,0.2,0.2,21,59,34,0.0,0.07,0.07,0.0,0.07,0.0,0.01,0.01,0.0,0.01,1,-1.3427652589349206,1.1772175681538872
2289,Umar Sadiq,ng NGA,FW,Valencia,es La Liga,27.0,1997.0,16,9,825,9.2,5,0,5,5,0,0,4,0,3.4,3.4,0.7,4.1,9,7,49,0.55,0.0,0.55,0.55,0.55,0.37,0.08,0.45,0.37,0.45,0,2.0106306328745687,-2.7513235944561942
2290,Umar Sadiq,ng NGA,FW,Real Sociedad,es La Liga,27.0,1997.0,7,2,227,2.5,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,5,5,18,0.0,0.0,0.0,0.0,0.0,0.09,0.06,0.15,0.09,0.15,1,-2.276214417798857,-1.17510273911009
2291,Alexis Saelemaekers,be BEL,"DF,FW",Roma,it Serie A,25.0,1999.0,22,17,1389,15.4,7,3,10,7,0,0,4,0,2.5,2.5,2.6,5.1,39,53,136,0.45,0.19,0.65,0.45,0.65,0.16,0.17,0.33,0.16,0.33,0,2.960199246081458,-0.5950992392189814
2292,Alexis Saelemaekers,be BEL,"DF,FW",Milan,it Serie A,25.0,1999.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,7,4,13,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,1,-2.9067436751066795,-1.1187045781660319
2293,Jorge Sáenz,es ESP,DF,Leganés,es La Liga,27.0,1996.0,23,19,1690,18.8,1,0,1,1,0,0,4,1,1.3,1.3,0.1,1.4,5,36,2,0.05,0.0,0.05,0.05,0.05,0.07,0.01,0.07,0.07,0.07,2,-1.0214644792666017,1.1640664914501193
2294,Matvei Safonov,ru RUS,GK,Paris S-G,fr Ligue 1,25.0,1999.0,10,9,879,9.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-2.587181941607694,0.036855071522618674
2295,Modibo Sagnan,ml MLI,DF,Montpellier,fr Ligue 1,25.0,1999.0,27,24,2141,23.8,2,0,2,2,0,0,10,0,0.7,0.7,0.6,1.3,13,51,3,0.08,0.0,0.08,0.08,0.08,0.03,0.03,0.06,0.03,0.06,2,-0.4767730250936182,1.8903424492114147
2296,Richie Sagrado,be BEL,DF,Venezia,it Serie A,20.0,2004.0,3,3,140,1.6,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,2,5,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,1,-3.0511152703366333,-1.1308785164603663
2297,Osame Sahraoui,ma MAR,"FW,MF",Lille,fr Ligue 1,23.0,2001.0,30,10,1293,14.4,3,3,6,3,0,0,1,0,2.9,2.9,3.6,6.5,69,89,159,0.21,0.21,0.42,0.21,0.42,0.2,0.25,0.45,0.2,0.45,0,3.065213527285872,-0.1265732777385362
2298,Wesley Saïd,fr FRA,FW,Lens,fr Ligue 1,29.0,1995.0,24,11,905,10.1,3,0,3,3,0,0,4,0,3.2,3.2,1.0,4.2,16,24,53,0.3,0.0,0.3,0.3,0.3,0.32,0.1,0.42,0.32,0.42,0,1.2904090752787931,-1.462650169379846
2299,Théo Sainte-Luce,fr FRA,DF,Montpellier,fr Ligue 1,25.0,1998.0,16,11,1018,11.3,1,0,1,1,0,0,3,0,1.0,1.0,0.8,1.8,19,22,33,0.09,0.0,0.09,0.09,0.09,0.1,0.07,0.17,0.1,0.17,1,-0.8600411952973691,-0.17038869431829531
2300,Bukayo Saka,eng ENG,"FW,MF",Arsenal,eng Premier League,22.0,2001.0,25,20,1729,19.2,6,10,16,5,1,1,3,0,6.8,6.0,7.6,13.7,96,70,255,0.31,0.52,0.83,0.26,0.78,0.36,0.4,0.75,0.31,0.71,0,6.286322252937456,-0.8664227270219391
2301,Faik Sakar,de GER,MF,RB Leipzig,de Bundesliga,16.0,2008.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-3.409358623422527,-1.3738604177954372
2302,Marco Sala,it ITA,DF,Como,it Serie A,25.0,1999.0,8,3,261,2.9,0,0,0,0,0,0,3,0,0.0,0.0,0.1,0.1,10,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,1,-2.623562396961072,-0.5895928901447802
2303,Marco Sala,it ITA,DF,Lecce,it Serie A,25.0,1999.0,2,0,72,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.4,5,6,9,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.46,0.0,0.46,1,-1.462341403303282,-2.269899143779194
2304,Ibrahim Salah,ma MAR,FW,Brest,fr Ligue 1,22.0,2001.0,12,4,358,4.0,1,1,2,1,0,0,0,0,0.6,0.6,0.6,1.1,15,7,40,0.25,0.25,0.5,0.25,0.5,0.15,0.14,0.29,0.15,0.29,1,0.324228609016032,-2.183541685779915
2305,Mohamed Salah,eg EGY,FW,Liverpool,eng Premier League,32.0,1992.0,38,38,3371,37.5,29,18,47,20,9,9,1,0,25.2,18.2,14.2,32.4,154,144,488,0.77,0.48,1.25,0.53,1.01,0.67,0.38,1.05,0.49,0.87,0,12.205173030409185,0.8962470378868242
2306,Anass Salah-Eddine,nl NED,DF,Roma,it Serie A,22.0,2002.0,3,2,152,1.7,0,1,1,0,0,0,0,0,0.3,0.3,0.1,0.5,8,2,15,0.0,0.59,0.59,0.0,0.59,0.19,0.08,0.27,0.19,0.27,1,-0.35212233420351,-2.5018134660823055
2307,Amine Salama,fr FRA,FW,Reims,fr Ligue 1,24.0,2000.0,17,2,373,4.1,0,0,0,0,0,0,0,0,0.7,0.7,0.3,1.0,12,9,28,0.0,0.0,0.0,0.0,0.0,0.17,0.08,0.25,0.17,0.25,1,-1.4556330524966663,-1.2005710851989655
2308,Jan Salas,es ESP,"MF,FW",Mallorca,es La Liga,18.0,2005.0,4,0,43,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,4,4,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12,1,-2.7343884013879696,-1.7089900797110695
2309,Kike Salas,es ESP,DF,Sevilla,es La Liga,22.0,2002.0,31,25,2238,24.9,3,2,5,3,0,0,6,0,1.9,1.9,0.6,2.5,7,59,18,0.12,0.08,0.2,0.12,0.2,0.08,0.02,0.1,0.08,0.1,2,0.24809971538551093,1.6983926742094775
2310,Manolis Saliakas,gr GRE,"MF,DF",St. Pauli,de Bundesliga,27.0,1996.0,30,26,2314,25.7,2,1,3,2,0,0,4,0,1.5,1.5,2.6,4.1,28,93,80,0.08,0.04,0.12,0.08,0.12,0.06,0.1,0.16,0.06,0.16,2,0.9121598804618481,2.3368468758674834
2311,William Saliba,fr FRA,DF,Arsenal,eng Premier League,23.0,2001.0,35,35,3039,33.8,2,0,2,2,0,0,2,1,2.3,2.3,0.9,3.1,16,138,6,0.06,0.0,0.06,0.06,0.06,0.07,0.03,0.09,0.07,0.09,2,0.7419717116847964,3.486630830296903
2312,Mohammed Salisu,gh GHA,DF,Monaco,fr Ligue 1,25.0,1999.0,15,11,1023,11.4,1,0,1,1,0,0,2,0,0.8,0.8,0.1,0.8,8,68,3,0.09,0.0,0.09,0.09,0.09,0.07,0.0,0.07,0.07,0.07,1,-1.3496980494560524,0.2720266354709877
2313,Roland Sallai,hu HUN,"FW,MF",Freiburg,de Bundesliga,27.0,1997.0,2,0,46,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,4,3,2,0.0,0.0,0.0,0.0,0.0,0.25,0.16,0.41,0.25,0.41,1,-1.5238349476492943,-2.550532025431203
2314,Yoann Salmier,gf GUF,DF,Le Havre,fr Ligue 1,31.0,1992.0,13,9,797,8.9,0,0,0,0,0,0,3,0,0.8,0.8,0.2,1.1,7,24,1,0.0,0.0,0.0,0.0,0.0,0.1,0.02,0.12,0.1,0.12,1,-1.8254167698692323,-0.10536320578712734
2315,Lazar Samardzic,rs SRB,MF,Atalanta,it Serie A,22.0,2002.0,31,7,1169,13.0,2,1,3,2,0,0,3,0,2.0,2.0,2.9,4.9,54,92,99,0.15,0.08,0.23,0.15,0.23,0.15,0.22,0.37,0.15,0.37,2,1.6168427869823625,0.051600577875912844
2316,Diadie Samassékou,ml MLI,MF,Hoffenheim,de Bundesliga,28.0,1996.0,8,6,290,3.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,11,2,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,1,-2.75120073554318,-0.4772365171133464
2317,Mama Samba Baldé,gw GNB,FW,Lyon,fr Ligue 1,28.0,1995.0,2,0,33,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,1,2,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.31,0.31,0.31,1,-1.8868026468440622,-2.3840908897220965
2318,Mama Samba Baldé,gw GNB,FW,Brest,fr Ligue 1,28.0,1995.0,27,12,1149,12.8,2,3,5,2,0,0,4,0,3.0,3.0,2.1,5.1,35,22,100,0.16,0.23,0.39,0.16,0.39,0.24,0.17,0.4,0.24,0.4,0,1.829137633778593,-0.689921560724878
2319,Brice Samba,fr FRA,GK,Rennes,fr Ligue 1,30.0,1994.0,17,17,1529,17.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-1.9568632448644279,1.0941427569941689
2320,Brice Samba,fr FRA,GK,Lens,fr Ligue 1,30.0,1994.0,15,15,1350,15.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-2.1165165167439333,0.8436464604959514
2321,Albert Sambi Lokonga,be BEL,MF,Sevilla,es La Liga,24.0,1999.0,22,16,1471,16.3,0,2,2,0,0,0,4,0,0.9,0.9,1.0,1.9,24,93,20,0.0,0.12,0.12,0.0,0.12,0.06,0.06,0.12,0.06,0.12,2,-0.43478786090296573,1.1855250948025555
2322,Junior Sambia,fr FRA,"DF,FW",Empoli,it Serie A,27.0,1996.0,17,2,387,4.3,0,0,0,0,0,0,0,0,0.4,0.4,0.3,0.7,5,21,20,0.0,0.0,0.0,0.0,0.0,0.09,0.07,0.16,0.09,0.16,1,-1.8773295740269853,-0.7204427960291603
2323,Chuky san jose,es ESP,MF,Valladolid,es La Liga,20.0,2004.0,18,9,728,8.1,2,0,2,2,0,0,1,0,2.2,2.2,1.2,3.4,6,15,27,0.25,0.0,0.25,0.25,0.25,0.28,0.15,0.42,0.28,0.42,1,0.4957504254622116,-2.0443311477572674
2324,Antonio Sanabria,py PAR,FW,Torino,it Serie A,28.0,1996.0,26,16,1318,14.6,2,1,3,2,0,1,2,0,2.9,2.1,0.5,2.6,6,18,54,0.14,0.07,0.2,0.14,0.2,0.2,0.03,0.23,0.14,0.18,2,0.10749459993716129,0.10107662024027315
2325,Oihan Sancet,es ESP,MF,Athletic Club,es La Liga,24.0,2000.0,29,19,1620,18.0,15,1,16,12,3,3,2,0,9.7,7.3,1.9,9.2,52,90,115,0.83,0.06,0.89,0.67,0.72,0.54,0.1,0.64,0.4,0.51,0,5.460818551038476,-1.7387860482819155
2326,Alexis Sánchez,cl CHI,FW,Udinese,it Serie A,35.0,1988.0,13,6,437,4.9,0,0,0,0,0,0,0,0,0.8,0.8,0.2,1.0,2,19,19,0.0,0.0,0.0,0.0,0.0,0.16,0.04,0.2,0.16,0.2,1,-1.6495183092187797,-0.7197700763905229
2327,Antonio Sánchez,es ESP,"MF,DF",Mallorca,es La Liga,27.0,1997.0,33,12,1395,15.5,0,0,0,0,0,0,3,0,1.1,1.1,0.6,1.7,18,38,53,0.0,0.0,0.0,0.0,0.0,0.07,0.04,0.11,0.07,0.11,2,-0.7374828949310746,1.1973691393467527
2328,Iván Sánchez,es ESP,"MF,FW",Valladolid,es La Liga,31.0,1992.0,32,11,1404,15.6,2,1,3,2,0,0,4,0,0.7,0.7,2.9,3.5,60,77,93,0.13,0.06,0.19,0.13,0.19,0.04,0.19,0.23,0.04,0.23,2,1.131449819027834,1.1927756643379182
2329,Javi Sánchez,es ESP,DF,Valladolid,es La Liga,27.0,1997.0,25,25,2026,22.5,2,0,2,2,0,0,6,0,0.5,0.5,0.3,0.8,4,34,4,0.09,0.0,0.09,0.09,0.09,0.02,0.01,0.03,0.02,0.03,2,-0.7675578120433446,1.7532594730786362
2330,Juanlu Sánchez,es ESP,"MF,DF",Sevilla,es La Liga,20.0,2003.0,32,18,1722,19.1,4,4,8,4,0,0,6,1,2.1,2.1,2.8,5.0,44,68,83,0.21,0.21,0.42,0.21,0.42,0.11,0.15,0.26,0.11,0.26,2,1.9427078880885464,0.6682373964244039
2331,Manu Sánchez,es ESP,DF,Alavés,es La Liga,23.0,2000.0,33,30,2634,29.3,1,0,1,1,0,0,6,1,1.7,1.7,1.2,2.9,47,78,97,0.03,0.0,0.03,0.03,0.03,0.06,0.04,0.1,0.06,0.1,2,0.8511883219609786,3.077705536527172
2332,Robert Sánchez,es ESP,GK,Chelsea,eng Premier League,26.0,1997.0,32,32,2880,32.0,0,0,0,0,0,0,5,0,0.0,0.0,0.1,0.1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,-0.7895816275343305,2.8739522356920455
2333,Jadon Sancho,eng ENG,FW,Chelsea,eng Premier League,24.0,2000.0,31,19,1764,19.6,3,4,7,3,0,0,2,0,2.2,2.2,3.7,5.8,102,90,225,0.15,0.2,0.36,0.15,0.36,0.11,0.19,0.3,0.11,0.3,2,3.2594471246233487,1.6303588184081936
2334,Philipp Sander,de GER,MF,Gladbach,de Bundesliga,26.0,1998.0,27,16,1400,15.6,1,0,1,1,0,0,2,0,1.2,1.2,0.6,1.8,16,60,29,0.06,0.0,0.06,0.06,0.06,0.08,0.04,0.12,0.08,0.12,2,-0.5698655269972672,1.0278572360154574
2335,James Sands,us USA,"MF,DF",St. Pauli,de Bundesliga,24.0,2000.0,7,5,453,5.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,16,6,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,1,-2.7869826417797534,-0.45614785436845434
2336,Leroy Sané,de GER,FW,Bayern Munich,de Bundesliga,28.0,1996.0,30,17,1637,18.2,11,5,16,11,0,0,2,0,10.2,10.2,5.5,15.8,75,64,266,0.6,0.27,0.88,0.6,0.88,0.56,0.3,0.87,0.56,0.87,0,7.392932447524704,-2.155073712200835
2337,Arouna Sangante,sn SEN,DF,Le Havre,fr Ligue 1,22.0,2002.0,16,16,1244,13.8,3,0,3,3,0,0,4,1,1.0,1.0,0.1,1.1,11,48,3,0.22,0.0,0.22,0.22,0.22,0.07,0.01,0.08,0.07,0.08,1,-0.6573111201119145,0.1189707850005818
2338,Ibrahim Sangaré,ci CIV,MF,Nott'ham Forest,eng Premier League,26.0,1997.0,13,7,590,6.6,0,1,1,0,0,0,3,0,0.0,0.0,0.4,0.4,1,27,4,0.0,0.15,0.15,0.0,0.15,0.0,0.06,0.06,0.0,0.06,1,-1.921737880187652,-0.26956679336499556
2339,Nhoa Sangui,fr FRA,"DF,MF",Reims,fr Ligue 1,18.0,2006.0,26,10,1158,12.9,0,2,2,0,0,0,3,0,0.1,0.1,0.5,0.6,21,45,53,0.0,0.16,0.16,0.0,0.16,0.01,0.04,0.05,0.01,0.05,1,-0.8851960493877685,0.7266835247682688
2340,Maroan Sannadi,es ESP,FW,Athletic Club,es La Liga,23.0,2001.0,16,7,754,8.4,1,1,2,1,0,0,0,0,3.5,3.5,0.6,4.1,21,15,67,0.12,0.12,0.24,0.12,0.24,0.41,0.07,0.48,0.41,0.48,0,0.8994123741077825,-2.068966781950027
2341,Kaishu Sano,jp JPN,MF,Mainz 05,de Bundesliga,23.0,2000.0,34,34,3043,33.8,0,0,0,0,0,0,3,0,0.9,0.9,1.2,2.1,53,159,46,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.06,0.03,0.06,2,0.9778687265713267,4.16945127841295
2342,Morgan Sanson,fr FRA,MF,Nice,fr Ligue 1,29.0,1994.0,6,3,235,2.6,3,0,3,3,0,0,0,0,1.5,1.5,0.1,1.6,5,13,17,1.15,0.0,1.15,1.15,1.15,0.58,0.02,0.6,0.58,0.6,0,4.350177984030686,-5.813491306806777
2343,Nicola Sansone,it ITA,"MF,FW",Lecce,it Serie A,32.0,1991.0,5,0,65,0.7,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.3,0,1,5,0.0,0.0,0.0,0.0,0.0,0.3,0.06,0.36,0.3,0.36,1,-1.5933767163479677,-2.3049615384789615
2344,Baptiste Santamaria,fr FRA,MF,Nice,fr Ligue 1,29.0,1995.0,13,11,927,10.3,0,0,0,0,0,0,1,0,0.9,0.9,1.0,1.9,10,45,11,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.18,0.09,0.18,1,-1.3709887610203928,0.011097419794952216
2345,Baptiste Santamaria,fr FRA,MF,Rennes,fr Ligue 1,29.0,1995.0,10,5,482,5.4,0,1,1,0,0,0,1,0,0.1,0.1,0.3,0.4,3,28,9,0.0,0.19,0.19,0.0,0.19,0.02,0.05,0.07,0.02,0.07,1,-1.8417376744040599,-0.4853856044294694
2346,Jesús Santiago,es ESP,MF,Getafe,es La Liga,20.0,2004.0,19,4,372,4.1,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,4,16,4,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,1,-2.580481428236393,-0.30658519383256155
2347,Andrey Santos,br BRA,MF,Strasbourg,fr Ligue 1,20.0,2004.0,32,32,2855,31.7,10,3,13,10,0,0,8,0,5.1,5.1,3.3,8.4,29,149,26,0.32,0.09,0.41,0.32,0.41,0.16,0.1,0.27,0.16,0.27,2,2.7590175775909476,1.963844671411269
2348,Kauã Santos,br BRA,GK,Eint Frankfurt,de Bundesliga,21.0,2003.0,9,8,765,8.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-2.7064033241329115,-0.20387982827029036
2349,Tiago Santos,pt POR,DF,Lille,fr Ligue 1,22.0,2002.0,7,4,404,4.5,0,0,0,0,0,0,1,0,0.4,0.4,0.6,1.0,24,17,43,0.0,0.0,0.0,0.0,0.0,0.09,0.13,0.22,0.09,0.22,1,-1.57920916963962,-1.0563483576096488
2350,Pablo Sarabia,es ESP,"MF,FW",Wolves,eng Premier League,32.0,1992.0,23,7,814,9.0,3,2,5,3,0,0,3,0,2.9,2.9,1.8,4.6,15,60,62,0.33,0.22,0.55,0.33,0.55,0.32,0.19,0.51,0.32,0.51,0,2.3884711169797277,-1.9134048851817866
2351,Jeremy Sarmiento,ec ECU,MF,Brighton,eng Premier League,22.0,2002.0,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-3.347725736808345,-1.2106303606169189
2352,Amin Sarr,se SWE,FW,Hellas Verona,it Serie A,23.0,2001.0,32,25,1907,21.2,4,1,5,4,0,0,1,0,3.2,3.2,2.1,5.4,31,41,103,0.19,0.05,0.24,0.19,0.24,0.15,0.1,0.25,0.15,0.25,2,1.5280722789508279,1.0518045532520794
2353,Ismaila Sarr,sn SEN,MF,Crystal Palace,eng Premier League,26.0,1998.0,38,30,2711,30.1,8,6,14,8,0,0,4,0,10.8,10.8,8.5,19.3,76,86,183,0.27,0.2,0.46,0.27,0.46,0.36,0.28,0.64,0.36,0.64,0,5.450836405974084,1.0046122585303277
2354,Malang Sarr,fr FRA,DF,Lens,fr Ligue 1,25.0,1999.0,21,15,1385,15.4,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.6,4,54,1,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,1,-1.5949203441924087,1.092006821761403
2355,Mamadou Sarr,fr FRA,DF,Strasbourg,fr Ligue 1,18.0,2005.0,27,27,2365,26.3,0,1,1,0,0,0,4,0,0.8,0.8,0.3,1.1,7,52,1,0.0,0.04,0.04,0.0,0.04,0.03,0.01,0.04,0.03,0.04,2,-0.730965876028924,2.140723061524531
2356,Martin Satriano,uy URU,"FW,DF",Lens,fr Ligue 1,23.0,2001.0,7,0,88,1.0,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,2,2,14,0.0,0.0,0.0,0.0,0.0,0.37,0.12,0.5,0.37,0.5,1,-0.9900817690815729,-2.9269751843472838
2357,Razvan Sava,ro ROU,GK,Udinese,it Serie A,22.0,2002.0,12,12,1080,12.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-2.42421314200917,0.2574197357393945
2358,Téji Savanier,fr FRA,MF,Montpellier,fr Ligue 1,32.0,1991.0,31,27,2363,26.3,2,5,7,0,2,2,4,1,3.8,2.3,6.9,9.1,26,183,108,0.08,0.19,0.27,0.0,0.19,0.15,0.27,0.42,0.09,0.36,2,2.664440870793507,2.314890691582495
2359,Sávio,br BRA,"FW,MF",Manchester City,eng Premier League,20.0,2004.0,29,21,1766,19.6,1,8,9,1,0,0,3,0,5.0,5.0,6.9,11.9,137,67,246,0.05,0.41,0.46,0.05,0.46,0.26,0.35,0.61,0.26,0.61,0,4.989147672644219,0.6145036945477469
2360,Nicolò Savona,it ITA,DF,Juventus,it Serie A,21.0,2003.0,28,19,1724,19.2,2,1,3,2,0,0,5,0,0.5,0.5,1.2,1.7,35,59,44,0.1,0.05,0.16,0.1,0.16,0.02,0.06,0.09,0.02,0.09,2,0.006192629216859136,1.4647306149372261
2361,Saba Sazonov,ge GEO,DF,Torino,it Serie A,22.0,2002.0,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-3.360938979577068,-1.2199988751117392
2362,Joe Scally,us USA,DF,Gladbach,de Bundesliga,21.0,2002.0,32,30,2578,28.6,0,0,0,0,0,0,6,0,0.4,0.4,1.1,1.5,52,68,69,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05,2,0.3199917426628,3.172215293271069
2363,Giorgio Scalvini,it ITA,DF,Atalanta,it Serie A,20.0,2003.0,6,4,272,3.0,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,5,20,7,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,1,-2.691478514390041,-0.8705809582707971
2364,Gianluca Scamacca,it ITA,FW,Atalanta,it Serie A,25.0,1999.0,1,0,6,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.29,0.0,1.29,1.29,1.29,0,2.3495616667801733,-6.901748367089461
2365,Oliver Scarles,eng ENG,"DF,FW",West Ham,eng Premier League,18.0,2005.0,15,7,665,7.4,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,12,22,44,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.03,0.01,0.03,1,-2.1379526725796842,-0.03213709983829116
2366,Dane Scarlett,eng ENG,"FW,MF",Tottenham,eng Premier League,20.0,2004.0,3,0,34,0.4,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.1,1,1,1,0.0,2.65,2.65,0.0,2.65,0.09,0.12,0.22,0.09,0.22,0,4.594271593258469,-4.327822130433996
2367,Kevin Schade,de GER,FW,Brentford,eng Premier League,22.0,2001.0,38,26,2293,25.5,11,2,13,11,0,0,3,0,8.2,8.2,3.7,11.9,61,38,165,0.43,0.08,0.51,0.43,0.51,0.32,0.14,0.47,0.32,0.47,0,4.38982296278671,0.3358006587689024
2368,András Schäfer,hu HUN,MF,Union Berlin,de Bundesliga,25.0,1999.0,26,17,1534,17.0,1,1,2,1,0,0,3,0,0.6,0.6,0.9,1.5,23,55,42,0.06,0.06,0.12,0.06,0.12,0.04,0.05,0.09,0.04,0.09,2,-0.3886639404199302,1.2443244311728556
2369,Fabian Schär,ch SUI,DF,Newcastle Utd,eng Premier League,32.0,1991.0,34,33,2934,32.6,4,0,4,4,0,0,9,1,3.7,3.7,0.4,4.1,18,118,22,0.12,0.0,0.12,0.12,0.12,0.11,0.01,0.13,0.11,0.13,2,1.112785343592473,3.1744355271144227
2370,Patrik Schick,cz CZE,FW,Leverkusen,de Bundesliga,28.0,1996.0,31,19,1684,18.7,21,0,21,20,1,1,4,0,12.7,11.9,0.6,12.5,7,21,107,1.12,0.0,1.12,1.07,1.07,0.68,0.03,0.71,0.63,0.67,0,6.507388084360564,-3.610571851729576
2371,Stefan Schimmer,de GER,"FW,MF",Heidenheim,de Bundesliga,30.0,1994.0,13,0,247,2.7,0,0,0,0,0,0,1,0,1.1,1.1,0.3,1.3,0,3,15,0.0,0.0,0.0,0.0,0.0,0.39,0.09,0.48,0.39,0.48,1,-0.7899217081237551,-2.4636233574099773
2372,Joël Schingtienne,be BEL,DF,Venezia,it Serie A,21.0,2002.0,16,12,1122,12.5,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,5,28,4,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,1,-2.1088659176304003,0.5462000292700798
